title,author,edition,url,book_name,download_url
Modeling Life,"Alan Garfinkel, Jane Shevtsov, YinaGuo",1st ed.2017,http://link.springer.com/openurl?genre=book&isbn=978-3-319-59731-7,Modeling_Life,https://link.springer.com//content/pdf/10.1007%2F978-3-319-59731-7.pdf
Introduction to Plasma Physics and Controlled Fusion,"FDriaentmcisa rC Gheronss, Werner Hauger, Jörg",3rd ed.2016,http://link.springer.com/openurl?genre=book&isbn=978-3-319-22309-4,Introduction_to_Plasma_Physics_and_Controlled_Fusion,https://link.springer.com//content/pdf/10.1007%2F978-3-319-22309-4.pdf
Engineering Mechanics 1,"Schröder, Wolfgang A. Wall, NimalRajapakse",2nd ed.2013,http://link.springer.com/openurl?genre=book&isbn=978-3-642-30319-7,Engineering_Mechanics_1,https://link.springer.com//content/pdf/10.1007%2F978-3-642-30319-7.pdf
Business Statistics for Competitive Advantage with Excel 2016,Cynthia Fraser,1st ed.2016,http://link.springer.com/openurl?genre=book&isbn=978-3-319-32185-1,Business_Statistics_for_Competitive_Advantage_with_Excel_2016,https://link.springer.com//content/pdf/10.1007%2F978-3-319-32185-1.pdf
Strategic International Management,"Dirk Morschett, Hanna Schramm-Klein, Joachim Zentes",2nd ed.2010,http://link.springer.com/openurl?genre=book&isbn=978-3-8349-6331-4,Strategic_International_Management,https://link.springer.com//content/pdf/10.1007%2F978-3-8349-6331-4.pdf
A Primer on Scientific Programming with Python,Hans Petter Langtangen,5th ed.2016,http://link.springer.com/openurl?genre=book&isbn=978-3-662-49887-3,A_Primer_on_Scientific_Programming_with_Python,https://link.springer.com//content/pdf/10.1007%2F978-3-662-49887-3.pdf
Climate Change Science: A Modern Synthesis,"G. Thomas Farmer, John Cook",2013,http://link.springer.com/openurl?genre=book&isbn=978-94-007-5757-8,Climate_Change_Science:_A_Modern_Synthesis,https://link.springer.com//content/pdf/10.1007%2F978-94-007-5757-8.pdf
Solar PV and Wind Energy Conversion Systems,"S. Sumathi, L. Ashok Kumar, P.Surekha",2015,http://link.springer.com/openurl?genre=book&isbn=978-3-319-14941-7,Solar_PV_and_Wind_Energy_Conversion_Systems,https://link.springer.com//content/pdf/10.1007%2F978-3-319-14941-7.pdf
Statistical Analysis and Data Display,"Richard M. Heiberger, Burt Holland",2nd ed.2015,http://link.springer.com/openurl?genre=book&isbn=978-1-4939-2122-5,Statistical_Analysis_and_Data_Display,https://link.springer.com//content/pdf/10.1007%2F978-1-4939-2122-5.pdf
Business Process Management Cases,"Jan vom Brocke, Jan Mendling",1st ed.2018,http://link.springer.com/openurl?genre=book&isbn=978-3-319-58307-5,Business_Process_Management_Cases,https://link.springer.com//content/pdf/10.1007%2F978-3-319-58307-5.pdf
Elementary Analysis,Kenneth A. Ross,2nd ed.2013,http://link.springer.com/openurl?genre=book&isbn=978-1-4614-6271-2,Elementary_Analysis,https://link.springer.com//content/pdf/10.1007%2F978-1-4614-6271-2.pdf
Cryptography Made Simple,Nigel Smart,1st ed.2016,http://link.springer.com/openurl?genre=book&isbn=978-3-319-21936-3,Cryptography_Made_Simple,https://link.springer.com//content/pdf/10.1007%2F978-3-319-21936-3.pdf
Fluid Dynamics,Michel Rieutord,2015,http://link.springer.com/openurl?genre=book&isbn=978-3-319-09351-2,Fluid_Dynamics,https://link.springer.com//content/pdf/10.1007%2F978-3-319-09351-2.pdf
Social Media Management,Amy Van Looy,1st ed.2016,http://link.springer.com/openurl?genre=book&isbn=978-3-319-21990-5,Social_Media_Management,https://link.springer.com//content/pdf/10.1007%2F978-3-319-21990-5.pdf
Statistics in Criminal Justice,"David Weisburd, Chester Britt",4th ed.2014,http://link.springer.com/openurl?genre=book&isbn=978-1-4614-9170-5,Statistics_in_Criminal_Justice,https://link.springer.com//content/pdf/10.1007%2F978-1-4614-9170-5.pdf
Supply Chain Management and Advanced Planning,"Hartmut Stadtler, Christoph Kilger,Herbert Meyr",5th ed.2015,http://link.springer.com/openurl?genre=book&isbn=978-3-642-55309-7,Supply_Chain_Management_and_Advanced_Planning,https://link.springer.com//content/pdf/10.1007%2F978-3-642-55309-7.pdf
Probability Theory,Alexandr A. Borovkov,2013,http://link.springer.com/openurl?genre=book&isbn=978-1-4471-5201-9,Probability_Theory,https://link.springer.com//content/pdf/10.1007%2F978-1-4471-5201-9.pdf
Statistics and Data Analysis for Financial Engineering,"David Ruppert, David S. Matteson",2nd ed.2015,http://link.springer.com/openurl?genre=book&isbn=978-1-4939-2614-5,Statistics_and_Data_Analysis_for_Financial_Engineering,https://link.springer.com//content/pdf/10.1007%2F978-1-4939-2614-5.pdf
Readings in Formal Epistemology,"Horacio Arló-Costa, Vincent F.Hendricks, Johan van Benthem",1st ed.2016,http://link.springer.com/openurl?genre=book&isbn=978-3-319-20451-2,Readings_in_Formal_Epistemology,https://link.springer.com//content/pdf/10.1007%2F978-3-319-20451-2.pdf
Differential Equations and Their Applications,Martin Braun,4th ed.1993,http://link.springer.com/openurl?genre=book&isbn=978-1-4612-4360-1,Differential_Equations_and_Their_Applications,https://link.springer.com//content/pdf/10.1007%2F978-1-4612-4360-1.pdf
Nanotechnology: Principles and Practices,Sulabha K. Kulkarni,3rd ed.2015,http://link.springer.com/openurl?genre=book&isbn=978-3-319-09171-6,Nanotechnology:_Principles_and_Practices,https://link.springer.com//content/pdf/10.1007%2F978-3-319-09171-6.pdf
Epidemiological Research: Terms and Concepts,O. S. Miettinen,2011,http://link.springer.com/openurl?genre=book&isbn=978-94-007-1171-6,Epidemiological_Research:_Terms_and_Concepts,https://link.springer.com//content/pdf/10.1007%2F978-94-007-1171-6.pdf
Multinational Management,Rien Segers,1st ed.2016,http://link.springer.com/openurl?genre=book&isbn=978-3-319-23012-2,Multinational_Management,https://link.springer.com//content/pdf/10.1007%2F978-3-319-23012-2.pdf
Partial Differential Equations,Jürgen Jost,3rd ed.2013,http://link.springer.com/openurl?genre=book&isbn=978-1-4614-4809-9,Partial_Differential_Equations,https://link.springer.com//content/pdf/10.1007%2F978-1-4614-4809-9.pdf
Principles of Polymer Chemistry,A. Ravve,3rd ed.2012,http://link.springer.com/openurl?genre=book&isbn=978-1-4614-2212-9,Principles_of_Polymer_Chemistry,https://link.springer.com//content/pdf/10.1007%2F978-1-4614-2212-9.pdf
Strategic International Management,"Dirk Morschett, Hanna Schramm-Klein, Joachim Zentes",3rd ed.2015,http://link.springer.com/openurl?genre=book&isbn=978-3-658-07884-3,Strategic_International_Management,https://link.springer.com//content/pdf/10.1007%2F978-3-658-07884-3.pdf
Basic Concepts in Computational Physics,"Benjamin A. Stickler, EwaldSchachinger",2nd ed.2016,http://link.springer.com/openurl?genre=book&isbn=978-3-319-27265-8,Basic_Concepts_in_Computational_Physics,https://link.springer.com//content/pdf/10.1007%2F978-3-319-27265-8.pdf
Eye Tracking Methodology,Andrew T. Duchowski,3rd ed.2017,http://link.springer.com/openurl?genre=book&isbn=978-3-319-57883-5,Eye_Tracking_Methodology,https://link.springer.com//content/pdf/10.1007%2F978-3-319-57883-5.pdf
Writing for Publication,"Mary Renck Jalongo, Olivia N. Saracho",1st ed.2016,http://link.springer.com/openurl?genre=book&isbn=978-3-319-31650-5,Writing_for_Publication,https://link.springer.com//content/pdf/10.1007%2F978-3-319-31650-5.pdf
Mathematical Physics,Sadri Hassani,2nd ed.2013,http://link.springer.com/openurl?genre=book&isbn=978-3-319-01195-0,Mathematical_Physics,https://link.springer.com//content/pdf/10.1007%2F978-3-319-01195-0.pdf
Correctional Counseling and Treatment,Peter C. Kratcoski,6th ed.2017,http://link.springer.com/openurl?genre=book&isbn=978-3-319-54349-9,Correctional_Counseling_and_Treatment,https://link.springer.com//content/pdf/10.1007%2F978-3-319-54349-9.pdf
Thermodynamics and Energy Conversion,Henning Struchtrup,2014,http://link.springer.com/openurl?genre=book&isbn=978-3-662-43715-5,Thermodynamics_and_Energy_Conversion,https://link.springer.com//content/pdf/10.1007%2F978-3-662-43715-5.pdf
The Action Research Planner,"Stephen Kemmis, Robin McTaggart,Rhonda Nixon",2014,http://link.springer.com/openurl?genre=book&isbn=978-981-4560-67-2,The_Action_Research_Planner,https://link.springer.com//content/pdf/10.1007%2F978-981-4560-67-2.pdf
Stochastic Processes and Calculus,Uwe Hassler,1st ed.2016,http://link.springer.com/openurl?genre=book&isbn=978-3-319-23428-1,Stochastic_Processes_and_Calculus,https://link.springer.com//content/pdf/10.1007%2F978-3-319-23428-1.pdf
Statistical Analysis of Clinical Data on a Pocket Calculator,"Ton J. Cleophas, Aeilko H.Zwinderman",2011,http://link.springer.com/openurl?genre=book&isbn=978-94-007-1211-9,Statistical_Analysis_of_Clinical_Data_on_a_Pocket_Calculator,https://link.springer.com//content/pdf/10.1007%2F978-94-007-1211-9.pdf
Clinical Data Analysis on a Pocket Calculator,"Ton J. Cleophas, Aeilko H.Zwinderman",2nd ed.2016,http://link.springer.com/openurl?genre=book&isbn=978-3-319-27104-0,Clinical_Data_Analysis_on_a_Pocket_Calculator,https://link.springer.com//content/pdf/10.1007%2F978-3-319-27104-0.pdf
The Data Science Design Manual,Steven S. Skiena,1st ed.2017,http://link.springer.com/openurl?genre=book&isbn=978-3-319-55444-0,The_Data_Science_Design_Manual,https://link.springer.com//content/pdf/10.1007%2F978-3-319-55444-0.pdf
An Introduction to Machine Learning,Miroslav Kubat,2nd ed.2017,http://link.springer.com/openurl?genre=book&isbn=978-3-319-63913-0,An_Introduction_to_Machine_Learning,https://link.springer.com//content/pdf/10.1007%2F978-3-319-63913-0.pdf
Guide to Discrete Mathematics,Gerard O'Regan,1st ed.2016,http://link.springer.com/openurl?genre=book&isbn=978-3-319-44561-8,Guide_to_Discrete_Mathematics,https://link.springer.com//content/pdf/10.1007%2F978-3-319-44561-8.pdf
Petroleum Geoscience,Knut Bjørlykke,2nd ed.2015,http://link.springer.com/openurl?genre=book&isbn=978-3-642-34132-8,Petroleum_Geoscience,https://link.springer.com//content/pdf/10.1007%2F978-3-642-34132-8.pdf
Structure Determination by X-ray Crystallography,"Mark Ladd, Rex Palmer",5th ed.2013,http://link.springer.com/openurl?genre=book&isbn=978-1-4614-3954-7,Structure_Determination_by_X-ray_Crystallography,https://link.springer.com//content/pdf/10.1007%2F978-1-4614-3954-7.pdf
Introduction to Time Series and Forecasting,"Peter J. Brockwell, Richard A. Davis",3rd ed.2016,http://link.springer.com/openurl?genre=book&isbn=978-3-319-29854-2,Introduction_to_Time_Series_and_Forecasting,https://link.springer.com//content/pdf/10.1007%2F978-3-319-29854-2.pdf
Principles of Mobile Communication,Gordon L. Stüber,4th ed.2017,http://link.springer.com/openurl?genre=book&isbn=978-3-319-55615-4,Principles_of_Mobile_Communication,https://link.springer.com//content/pdf/10.1007%2F978-3-319-55615-4.pdf
Cardiovascular Biomechanics,"Peter R. Hoskins, Patricia V. Lawford,Barry J. Doyle",1st ed.2017,http://link.springer.com/openurl?genre=book&isbn=978-3-319-46407-7,Cardiovascular_Biomechanics,https://link.springer.com//content/pdf/10.1007%2F978-3-319-46407-7.pdf
Bayesian and Frequentist Regression Methods,Jon Wakefield,2013,http://link.springer.com/openurl?genre=book&isbn=978-1-4419-0925-1,Bayesian_and_Frequentist_Regression_Methods,https://link.springer.com//content/pdf/10.1007%2F978-1-4419-0925-1.pdf
Taxation in European Union,"DPioentrnoa B Lo. rGiaruol, Noriyuki Koibuchi,",2nd ed.2017,http://link.springer.com/openurl?genre=book&isbn=978-3-319-53919-5,Taxation_in_European_Union,https://link.springer.com//content/pdf/10.1007%2F978-3-319-53919-5.pdf
Essentials of Cerebellum and Cerebellar Disorders,"Mario Manto, Marco Molinari, JeremyD. Schmahmann, Ying Shen",1st ed.2016,http://link.springer.com/openurl?genre=book&isbn=978-3-319-24551-5,Essentials_of_Cerebellum_and_Cerebellar_Disorders,https://link.springer.com//content/pdf/10.1007%2F978-3-319-24551-5.pdf
Language Across the Curriculum & CLIL in English as an Additional Lang,Aangege (lE MAL.)Y .C Lointexts,1st ed.2016,http://link.springer.com/openurl?genre=book&isbn=978-981-10-1802-2,Language_Across_the_Curriculum_&_CLIL_in_English_as_an_Additional_Lang,https://link.springer.com//content/pdf/10.1007%2F978-981-10-1802-2.pdf
Multivariate Calculus and Geometry,Seán Dineen,3rd ed.2014,http://link.springer.com/openurl?genre=book&isbn=978-1-4471-6419-7,Multivariate_Calculus_and_Geometry,https://link.springer.com//content/pdf/10.1007%2F978-1-4471-6419-7.pdf
Statistics and Analysis of Scientific Data,Massimiliano Bonamente,2nd ed.2017,http://link.springer.com/openurl?genre=book&isbn=978-1-4939-6572-4,Statistics_and_Analysis_of_Scientific_Data,https://link.springer.com//content/pdf/10.1007%2F978-1-4939-6572-4.pdf
Modelling Computing Systems,"Faron Moller, Georg Struth",2013,http://link.springer.com/openurl?genre=book&isbn=978-1-84800-322-4,Modelling_Computing_Systems,https://link.springer.com//content/pdf/10.1007%2F978-1-84800-322-4.pdf
Search Methodologies,"Edmund K. Burke, Graham Kendall",2nd ed.2014,http://link.springer.com/openurl?genre=book&isbn=978-1-4614-6940-7,Search_Methodologies,https://link.springer.com//content/pdf/10.1007%2F978-1-4614-6940-7.pdf
Representation Theory,"William Fulton, Joe Harris",2004,http://link.springer.com/openurl?genre=book&isbn=978-1-4612-0979-9,Representation_Theory,https://link.springer.com//content/pdf/10.1007%2F978-1-4612-0979-9.pdf
Linear Algebra Done Right,Sheldon Axler,3rd ed.2015,http://link.springer.com/openurl?genre=book&isbn=978-3-319-11080-6,Linear_Algebra_Done_Right,https://link.springer.com//content/pdf/10.1007%2F978-3-319-11080-6.pdf
Stellar Structure and Evolution,"Rudolf Kippenhahn, Alfred Weigert,Achim Weiss",2nd ed.2012,http://link.springer.com/openurl?genre=book&isbn=978-3-642-30304-3,Stellar_Structure_and_Evolution,https://link.springer.com//content/pdf/10.1007%2F978-3-642-30304-3.pdf
Evolutionary Thinking in Medicine,"Alexandra Alvergne, CrispinJenkinson, Charlotte Faurie",1st ed.2016,http://link.springer.com/openurl?genre=book&isbn=978-3-319-29716-3,Evolutionary_Thinking_in_Medicine,https://link.springer.com//content/pdf/10.1007%2F978-3-319-29716-3.pdf
Understanding Cryptography,"Christof Paar, Jan Pelzl",2010,http://link.springer.com/openurl?genre=book&isbn=978-3-642-04101-3,Understanding_Cryptography,https://link.springer.com//content/pdf/10.1007%2F978-3-642-04101-3.pdf
Linear Algebra,"Jörg Liesen, Volker Mehrmann",1st ed.2015,http://link.springer.com/openurl?genre=book&isbn=978-3-319-24346-7,Linear_Algebra,https://link.springer.com//content/pdf/10.1007%2F978-3-319-24346-7.pdf
Algebra,Serge Lang,3rd ed.2002,http://link.springer.com/openurl?genre=book&isbn=978-1-4613-0041-0,Algebra,https://link.springer.com//content/pdf/10.1007%2F978-1-4613-0041-0.pdf
Understanding Analysis,Stephen Abbott,2nd ed.2015,http://link.springer.com/openurl?genre=book&isbn=978-1-4939-2712-8,Understanding_Analysis,https://link.springer.com//content/pdf/10.1007%2F978-1-4939-2712-8.pdf
Plate Tectonics,"Wolfgang Frisch, Martin Meschede,Ronald C. Blakey",2011,http://link.springer.com/openurl?genre=book&isbn=978-3-540-76504-2,Plate_Tectonics,https://link.springer.com//content/pdf/10.1007%2F978-3-540-76504-2.pdf
Linear Programming,Robert J Vanderbei,4th ed.2014,http://link.springer.com/openurl?genre=book&isbn=978-1-4614-7630-6,Linear_Programming,https://link.springer.com//content/pdf/10.1007%2F978-1-4614-7630-6.pdf
The Nature of Scientific Knowledge,Kevin McCain,1st ed.2016,http://link.springer.com/openurl?genre=book&isbn=978-3-319-33405-9,The_Nature_of_Scientific_Knowledge,https://link.springer.com//content/pdf/10.1007%2F978-3-319-33405-9.pdf
Leadership Today,"Joan Marques, Satinder Dhiman",1st ed.2017,http://link.springer.com/openurl?genre=book&isbn=978-3-319-31036-7,Leadership_Today,https://link.springer.com//content/pdf/10.1007%2F978-3-319-31036-7.pdf
Introduction to Smooth Manifolds,John Lee,2nd ed.2013,http://link.springer.com/openurl?genre=book&isbn=978-1-4419-9982-5,Introduction_to_Smooth_Manifolds,https://link.springer.com//content/pdf/10.1007%2F978-1-4419-9982-5.pdf
Corporate Social Responsibility,"John O. Okpara, Samuel O. Idowu",2013,http://link.springer.com/openurl?genre=book&isbn=978-3-642-40975-2,Corporate_Social_Responsibility,https://link.springer.com//content/pdf/10.1007%2F978-3-642-40975-2.pdf
Ordinary Differential Equations,"EWfrilaliamm T Au.r bAadnk,i nDsa, vMida Krkin Gg,. JDaaev Kidysuo n",2012,http://link.springer.com/openurl?genre=book&isbn=978-1-4614-3618-8,Ordinary_Differential_Equations,https://link.springer.com//content/pdf/10.1007%2F978-1-4614-3618-8.pdf
Electronic Commerce,"Lee, Ting-Peng Liang, Deborrah C.Turban",8th ed.2015,http://link.springer.com/openurl?genre=book&isbn=978-3-319-10091-3,Electronic_Commerce,https://link.springer.com//content/pdf/10.1007%2F978-3-319-10091-3.pdf
Ceramic Materials,"CM. iBgaurerly V Caalcrátercr,e Ml C.a Gserasn, Át nNgoerltao nI.",2nd ed.2013,http://link.springer.com/openurl?genre=book&isbn=978-1-4614-3523-5,Ceramic_Materials,https://link.springer.com//content/pdf/10.1007%2F978-1-4614-3523-5.pdf
Foundations of Analytical Chemistry,"López-Lorente, Ma Ángeles López-Jiménez",1st ed.2018,http://link.springer.com/openurl?genre=book&isbn=978-3-319-62872-1,Foundations_of_Analytical_Chemistry,https://link.springer.com//content/pdf/10.1007%2F978-3-319-62872-1.pdf
Life Cycle Assessment,"Michael Z. Hauschild, Ralph K.Rosenbaum, Stig Irving Olsen",1st ed.2018,http://link.springer.com/openurl?genre=book&isbn=978-3-319-56475-3,Life_Cycle_Assessment,https://link.springer.com//content/pdf/10.1007%2F978-3-319-56475-3.pdf
A Clinical Guide to the Treatment of the Human Stress Response,"George S. Everly, Jr., Jeffrey M. Lating",3rd ed.2013,http://link.springer.com/openurl?genre=book&isbn=978-1-4614-5538-7,A_Clinical_Guide_to_the_Treatment_of_the_Human_Stress_Response,https://link.springer.com//content/pdf/10.1007%2F978-1-4614-5538-7.pdf
Computational Physics,Philipp Scherer,2nd ed.2013,http://link.springer.com/openurl?genre=book&isbn=978-3-319-00401-3,Computational_Physics,https://link.springer.com//content/pdf/10.1007%2F978-3-319-00401-3.pdf
Handbook of LGBT Elders,"Debra A. Harley, Pamela B. Teaster",1st ed.2016,http://link.springer.com/openurl?genre=book&isbn=978-3-319-03623-6,Handbook_of_LGBT_Elders,https://link.springer.com//content/pdf/10.1007%2F978-3-319-03623-6.pdf
"Handbook of Cardiac Anatomy, Physiology, and Devices",Paul A. Iaizzo,3rd ed.2015,http://link.springer.com/openurl?genre=book&isbn=978-3-319-19464-6,"Handbook_of_Cardiac_Anatomy,_Physiology,_and_Devices",https://link.springer.com//content/pdf/10.1007%2F978-3-319-19464-6.pdf
Quantum Mechanics,Daniel Bes,3rd ed.2012,http://link.springer.com/openurl?genre=book&isbn=978-3-642-20556-9,Quantum_Mechanics,https://link.springer.com//content/pdf/10.1007%2F978-3-642-20556-9.pdf
Understanding Statistics Using R,"Randall Schumacker, Sara Tomek",2013,http://link.springer.com/openurl?genre=book&isbn=978-1-4614-6227-9,Understanding_Statistics_Using_R,https://link.springer.com//content/pdf/10.1007%2F978-1-4614-6227-9.pdf
Mass Spectrometry,Jürgen H Gross,3rd ed.2017,http://link.springer.com/openurl?genre=book&isbn=978-3-319-54398-7,Mass_Spectrometry,https://link.springer.com//content/pdf/10.1007%2F978-3-319-54398-7.pdf
Statistical Mechanics for Engineers,Isamu Kusaka,1st ed.2015,http://link.springer.com/openurl?genre=book&isbn=978-3-319-15018-5,Statistical_Mechanics_for_Engineers,https://link.springer.com//content/pdf/10.1007%2F978-3-319-13809-1.pdf
The Gastrointestinal System,Po Sing Leung,2014,http://link.springer.com/openurl?genre=book&isbn=978-94-017-8771-0,The_Gastrointestinal_System,https://link.springer.com//content/pdf/10.1007%2F978-94-017-8771-0.pdf
Additive Manufacturing Technologies,"Ian Gibson, David Rosen, BrentStucker",2nd ed.2015,http://link.springer.com/openurl?genre=book&isbn=978-1-4939-2113-3,Additive_Manufacturing_Technologies,https://link.springer.com//content/pdf/10.1007%2F978-1-4939-2113-3.pdf
Magnetic Interactions in Molecules and Solids,"Coen de Graaf, Ria Broer",1st ed.2016,http://link.springer.com/openurl?genre=book&isbn=978-3-319-22951-5,Magnetic_Interactions_in_Molecules_and_Solids,https://link.springer.com//content/pdf/10.1007%2F978-3-319-22951-5.pdf
Electricity and Magnetism,Teruo Matsushita,2014,http://link.springer.com/openurl?genre=book&isbn=978-4-431-54526-2,Electricity_and_Magnetism,https://link.springer.com//content/pdf/10.1007%2F978-4-431-54526-2.pdf
Survival Analysis,"David G. Kleinbaum, Mitchel Klein",3rd ed.2012,http://link.springer.com/openurl?genre=book&isbn=978-1-4419-6646-9,Survival_Analysis,https://link.springer.com//content/pdf/10.1007%2F978-1-4419-6646-9.pdf
Physics of Semiconductor Devices,Massimo Rudan,2015,http://link.springer.com/openurl?genre=book&isbn=978-1-4939-1151-6,Physics_of_Semiconductor_Devices,https://link.springer.com//content/pdf/10.1007%2F978-1-4939-1151-6.pdf
An Introduction to Statistical Learning,"Gareth James, Daniela Witten, TrevorHastie, Robert Tibshirani",2013,http://link.springer.com/openurl?genre=book&isbn=978-1-4614-7138-7,An_Introduction_to_Statistical_Learning,https://link.springer.com//content/pdf/10.1007%2F978-1-4614-7138-7.pdf
Introduction to Mathematica® for Physicists,Andrey Grozin,2014,http://link.springer.com/openurl?genre=book&isbn=978-3-319-00894-3,Introduction_to_Mathematica®_for_Physicists,https://link.springer.com//content/pdf/10.1007%2F978-3-319-00894-3.pdf
Statistical Learning from a Regression Perspective,Richard A. Berk,2nd ed.2016,http://link.springer.com/openurl?genre=book&isbn=978-3-319-44048-4,Statistical_Learning_from_a_Regression_Perspective,https://link.springer.com//content/pdf/10.1007%2F978-3-319-44048-4.pdf
Applied Partial Differential Equations,J. David Logan,3rd ed.2015,http://link.springer.com/openurl?genre=book&isbn=978-3-319-12493-3,Applied_Partial_Differential_Equations,https://link.springer.com//content/pdf/10.1007%2F978-3-319-12493-3.pdf
Principles of Astrophysics,Charles Keeton,2014,http://link.springer.com/openurl?genre=book&isbn=978-1-4614-9236-8,Principles_of_Astrophysics,https://link.springer.com//content/pdf/10.1007%2F978-1-4614-9236-8.pdf
Air Pollution and Greenhouse Gases,"ZDhieotnrigcchh Baroa Tuann, Harald Cherdron,",2014,http://link.springer.com/openurl?genre=book&isbn=978-981-287-212-8,Air_Pollution_and_Greenhouse_Gases,https://link.springer.com//content/pdf/10.1007%2F978-981-287-212-8.pdf
Polymer Synthesis: Theory and Practice,"Matthias Rehahn, Helmut Ritter,Brigitte Voit",5th ed.2013,http://link.springer.com/openurl?genre=book&isbn=978-3-642-28980-4,Polymer_Synthesis:_Theory_and_Practice,https://link.springer.com//content/pdf/10.1007%2F978-3-642-28980-4.pdf
Sustainable Supply Chains,"Yann Bouchery, Charles J. Corbett, JanC. Fransoo, Tarkan Tan",1st ed.2017,http://link.springer.com/openurl?genre=book&isbn=978-3-319-29791-0,Sustainable_Supply_Chains,https://link.springer.com//content/pdf/10.1007%2F978-3-319-29791-0.pdf
Robotics,"Bruno Siciliano, Lorenzo Sciavicco,Luigi Villani, Giuseppe Oriolo",2009,http://link.springer.com/openurl?genre=book&isbn=978-1-84628-642-1,Robotics,https://link.springer.com//content/pdf/10.1007%2F978-1-84628-642-1.pdf
Econometrics,Badi H. Baltagi,5th ed.2011,http://link.springer.com/openurl?genre=book&isbn=978-3-642-20059-5,Econometrics,https://link.springer.com//content/pdf/10.1007%2F978-3-642-20059-5.pdf
The Sea Floor,"Eugen Seibold, Wolfgang Berger",4th ed.2017,http://link.springer.com/openurl?genre=book&isbn=978-3-319-51412-3,The_Sea_Floor,https://link.springer.com//content/pdf/10.1007%2F978-3-319-51412-3.pdf
SPSS for Starters and 2nd Levelers,"Ton J. Cleophas, Aeilko H.Zwinderman",2nd ed.2016,http://link.springer.com/openurl?genre=book&isbn=978-3-319-20600-4,SPSS_for_Starters_and_2nd_Levelers,https://link.springer.com//content/pdf/10.1007%2F978-3-319-20600-4.pdf
Regression Modeling Strategies,"Frank E. Harrell , Jr.",2nd ed.2015,http://link.springer.com/openurl?genre=book&isbn=978-3-319-19425-7,Regression_Modeling_Strategies,https://link.springer.com//content/pdf/10.1007%2F978-3-319-19425-7.pdf
Legal Dynamics of EU External Relations,Henri de Waele,2nd ed.2017,http://link.springer.com/openurl?genre=book&isbn=978-3-662-54817-2,Legal_Dynamics_of_EU_External_Relations,https://link.springer.com//content/pdf/10.1007%2F978-3-662-54817-2.pdf
Food Analysis Laboratory Manual,S. Suzanne Nielsen,3rd ed.2017,http://link.springer.com/openurl?genre=book&isbn=978-3-319-44127-6,Food_Analysis_Laboratory_Manual,https://link.springer.com//content/pdf/10.1007%2F978-3-319-44127-6.pdf
Principles of Musical Acoustics,William M. Hartmann,2013,http://link.springer.com/openurl?genre=book&isbn=978-1-4614-6786-1,Principles_of_Musical_Acoustics,https://link.springer.com//content/pdf/10.1007%2F978-1-4614-6786-1.pdf
Fundamentals of Structural Engineering,"Jerome J. Connor, Susan Faraji",2nd ed.2016,http://link.springer.com/openurl?genre=book&isbn=978-3-319-24331-3,Fundamentals_of_Structural_Engineering,https://link.springer.com//content/pdf/10.1007%2F978-3-319-24331-3.pdf
Basics of Laser Physics,Karl F. Renk,2nd ed.2017,http://link.springer.com/openurl?genre=book&isbn=978-3-319-50651-7,Basics_of_Laser_Physics,https://link.springer.com//content/pdf/10.1007%2F978-3-319-50651-7.pdf
